persona_code,block_order,item_key,paraphrase_mn,example_situation_mn,recall_period_usable,selected_response,response_options_fit,ambiguous_word_or_phrase,asks_more_than_one_thing,judgmental_or_shaming,socially_desirable_answer_obvious,missing_not_applicable_option,response_confidence_1_5,observable_decision_summary,synthetic_review_only
P18,10,IM02,Их бэлтгэл хэрэгтэй учраас хийх зүйлээ хойшлуулсан.,Тусгай хоолны төлөвлөгөө гаргаж байгаагүй тул жишээ олдсонгүй.,true,not_applicable,false,олон бэлтгэл,false,false,false,true,5,Ямар төлөвлөгөө хэлснийг өөртөө тохируулж чадсангүй.,true
P18,11,SE05,Нэг удаа өөрөөр идсэн ч дараагийн удаа төлөвлөгөөндөө орж чадна гэж хэр итгэсэн бэ.,Хоолны төлөвлөгөө барьж байгаагүй тул ийм байдлаа үнэлж чадсангүй.,true,not_applicable,false,дараагийн боломж,false,false,false,true,5,Төлөвлөсөн хоол байгаагүй тул итгэлээ сонгох боломжгүй.,true
P18,12,BI06,Биеэсээ санаа зовсон ч хүссэн зүйлдээ оролцсон.,Биеийнхээ талаар тавгүй байгаагүй тул ийм нөхцөл тохиолдоогүй.,true,not_applicable,false,хүссэн үйл ажиллагаа,false,false,true,true,4,Эхний нөхцөл надад тохиолдоогүй тул давтамж сонгож чадсангүй.,true
P18,13,SE01,Стресстэй өдөр сонгосон уян хоолны төлөвлөгөөгөө хийж чадна гэж хэр итгэсэн бэ.,Уян хоолны төлөвлөгөө сонгож байгаагүй тул жишээ олдсонгүй.,true,not_applicable,false,уян хатан хоолны төлөвлөгөө,false,false,true,true,5,Ийм төлөвлөгөөгүй учраас итгэлийн түвшин тохирохгүй.,true
P18,14,HS02,Идмээр болоход үнэхээр өлссөн үү гэдгээ ялгаж мэдсэн.,Орой юм идмээр санагдахад гэдэс өлссөн эсэхээ бодсон.,true,Заримдаа,true,идэх хүсэл,false,false,true,false,4,Өлссөн эсэхээ ялгасан хэдэн үе санаанд орж Заримдаа гэж сонгов.,true
P19,1,IM02,Бэлтгэл их хэрэгтэйгээс төлөвлөгөөгөө хойшлуулсан эсэх.,Ажлын дараа хоол бэлдэх олон зүйл санагдаад дараагийн өдөр болгосон.,true,Заримдаа,true,бэлтгэл,false,false,false,false,4,14 хоногийн жишээгээр хариулах боломжтой.,true
P19,2,SE03,Бусадтай хооллоход өөрийн хоолны сонголтоо тайван хийх итгэл.,Хамт олон өдрийн хоолонд ороход порцоо өөрөө сонгосон.,true,Их итгэлтэй,true,,false,false,true,false,4,Нөхцөл болон итгэлийн сонголтууд ойлгомжтой.,true
P19,3,HA04,Танил газар очихоор өөрийн эрхгүй идэж эхэлдэг мэт санагдсан эсэх.,Гэртээ зурагт үзэхдээ зууш руу гараа сунгасан.,true,Заримдаа,true,өөрөө эхэлдэг мэт,false,false,false,false,3,Дүрслэл нь бага зэрэг зүйрлэлтэй боловч жишээгээр хариулж болно.,true
P19,4,EC01,Өлсөөгүй ч хоол хараад идмээр болсон эсэх.,Оффисын ширээн дээрх амттанг хараад идэх хүсэл төрсөн.,true,Олон удаа,true,,false,false,false,false,5,Хоол харах үеийн хүслийг тодорхой асууж байна.,true
P19,5,RR03,Төлөвлөгөөгөө яг дагаагүй өдрөө бүтэлгүй гэж бодсон эсэх.,Орой төлөвлөөгүй боов идээд тэр өдрийг алдаа болсон гэж бодсон.,true,Заримдаа,true,яг дагаагүй,false,true,false,false,4,Нэг өдрийн үнэлгээг санаж хариулах боломжтой.,true
P19,6,HS05,Цадсан эсэхээ мэдэхгүй эргэлзсэн эсэх.,Хоолны дараа дахиж идэх үү гэж цадсанаа сайн мэдэлгүй бодсон.,true,Ховор,true,,false,false,false,false,5,Товч бөгөөд нэг мэдрэмжийг асууж байна.,true
P19,7,EE05,Уурласан эсвэл бухимдсаны дараа хоол идэхээр хандсан эсэх.,Ажлын уулзалтын дараа бухимдаад амттан авсан.,true,Заримдаа,true,хоол руу хандсан,false,false,false,false,5,Сэтгэл хөдлөлийн дараах үйлдлийг 14 хоногоор санаж болно.,true
P19,8,HS03,Их сульдсаны дараа л өлссөнөө мэдэрсэн эсэх.,Өдрийн ажил дуусах үед бие сульдаад өдрийн хоол алгассанаа анзаарсан.,true,Ховор,true,бие их сульдсаны,false,false,false,false,4,Биеийн шинжээр илэрсэн үеийг хариулж болно.,true
P19,9,RR04,Төлөвлөөгүй зүйл идсэний дараа үлдсэн өдрөө хяналтгүй орхисон эсэх.,Төлөвлөөгүй хуушуур идсэний дараа оройн хоолоо анзааралгүй идсэн.,true,Ховор,true,хяналтгүй орхисон,false,true,false,false,3,Хяналтгүй гэсэн үг хувь хүний ойлголтоор ялгаатай байж болно.,true
P19,10,IM06,Нэг өдөр хийсэн зүйлээ дараагийн өдрүүдэд дахин хийхэд хэцүү байсан эсэх.,Нэг өдөр алхсан ч дараагийн өдрүүдэд дахин алхаж чадаагүй.,true,Заримдаа,true,хийж чадсан зүйл,false,false,false,false,4,Өдөр хооронд давтах тухай жишээг санаж хариулж болно.,true
P19,11,UC06,Идэж байхдаа түр зогсоод үргэлжлүүлэх эсэхээ бодсон эсэх.,Оройн хоолны дундуур зогсоод дахин авах хэрэгтэй юу гэж бодсон.,true,Олон удаа,true,,false,false,true,false,5,Тодорхой үйлдэл бөгөөд давтамжийн сонголтууд тохирно.,true
P19,12,SE01,Стресстэй өдөр уян хатан хоолны төлөвлөгөөгөө хэрэгжүүлэх итгэл.,Ажил ихтэй өдөр урьдчилан бэлдсэн хоолоо сонгоно гэж бодсон.,true,Дунд зэрэг итгэлтэй,true,уян хатан,false,false,true,false,3,Уян хатан төлөвлөгөө гэсэн хэллэгийг хүн бүр ижил ойлгохгүй байж болно.,true
P19,13,BI04,Биеийн төрхдөө санаа зовоод хүмүүстэй хийх зүйлээс татгалзсан эсэх.,Найзуудтайгаа уулзах урилгаас хувцсандаа санаа зовоод татгалзсан.,true,Ховор,true,хүмүүстэй хийх үйл ажиллагаа,false,true,false,false,4,Эмзэг сэдэв боловч тодорхой жишээгээр хариулж болно.,true
P19,14,HA03,Идэж эхэлснээ хэсэг хугацааны дараа анзаарсан эсэх.,Компьютерийн өмнө сууж байгаад зууш идэж эхэлснээ дараа нь мэдсэн.,true,Ховор,true,хэдийн эхэлсний дараа,false,false,false,false,4,Үйл явдлыг санаж давтамжаар сонгох боломжтой.,true
P20,1,AC02,Өнгөрсөн хоёр долоо хоногт бүх асуултад адилхан хариулах ёстой юм шиг санагдсан эсэх.,Асуулга бөглөхдөө өмнөх хариултаа дагаж сонгох хэрэгтэй мэт нэг удаа бодсон.,true,Ховор,true,нэг ижил хариулт сонгох шаардлагатай мэт,false,false,false,false,4,"Хугацааг санахад боломжтой, давтамжийн сонголт асуултад таарч байна.",true
P20,2,UC02,Идэхээр бодсон хэмжээнээсээ илүү идсэн эсэх.,Ажил ихтэй өдөр оройн хоолон дээр төлөвлөснөөсөө ахиу порц идсэн.,true,Заримдаа,true,,false,false,true,false,5,Төлөвлөсөн ба бодитоор идсэн хэмжээг харьцуулж заримдаа гэж сонгов.,true
P20,3,BI03,Биеийн харагдах байдлаасаа болоод хүссэн хувцсаа өмсөөгүй эсэх.,Дэлгүүр орохдоо таалагдсан цамцаа биеийн төрхөөс бус үнээс нь болж аваагүй.,true,Огт байгаагүй,true,,false,false,true,false,4,Хувцас сонгосон шалтгаанаа ялгаж болох тул огт байгаагүй гэж хариулав.,true
P20,4,RR05,Төлөвлөгөөгөө зөрчсөний маргааш дүрмээ илүү хатуу болгосон эсэх.,Хоолны төлөвлөгөөнөөс нэг орой хазайгаад маргааш нь порцоо эрс багасгасан.,true,Ховор,true,дүрмээ улам чангалсан,true,false,true,true,4,"Хазайлт ба маргаашийн чангалалтыг хамтад нь санах шаардлагатай, төлөвлөгөөгүй хүнд тохирохгүй.",true
P20,5,EE02,Гунигтай үед хоол идэхээр хэсэг зуур тайвширсан мэт болсон эсэх.,Гэр бүлийн асуудалд санаа зовсон орой цайтай юм идээд түр тайвширсан.,true,Заримдаа,true,түр тайвшруулна,false,false,true,false,4,Сүүлийн хоёр долоо хоногийн гунигтай үе ба идсэний дараах мэдрэмжийг санаж сонгов.,true
P20,6,EC05,Хоол бодогдоод хийж байсан ажлаасаа анхаарал сарнисан эсэх.,Машин жолоодож явахдаа хоолны тухай бодоод замын ажлаа түр орхигдуулсан.,true,Ховор,true,,false,false,true,false,4,Анхаарал сарнисан тодорхой тохиолдлыг тоолж ховор гэж сонгож болно.,true
P20,7,HS02,Идмээр санагдах үедээ үнэхээр өлссөн үү гэдгээ ялгаж мэдсэн эсэх.,"Орой амттан идмээр болоход өлсөөгүй, зүгээр ядарснаа таньсан.",true,Олон удаа,true,ялгаж чадсан,false,false,true,false,4,Идэх хүсэл төрсөн үе бүрт өлсгөлөнгөө таньсан давтамжаар хариулав.,true
P20,8,BI06,"Биеэсээ санаа зовсон ч хүссэн ажил, арга хэмжээндээ оролцсон эсэх.",Биеийнхээ талаар тавгүй мэдрэмж төрөөгүй тул оролцоогоо энэ шалтгаанаар үнэлж чадсангүй.,true,not_applicable,false,хүссэн үйл ажиллагаа,true,false,true,true,3,Тавгүй байсан гэсэн нөхцөл тохиолдоогүй тул давтамжийн хариулт утга хоёрдмол болно.,true
P20,9,HA06,Дахин давтагддаг үед хоол идэхээсээ өмнө сонголтоо санаатай хийсэн эсэх.,Замд гарахын өмнө авдаг хоолоо яаралгүй харж байгаад сонгосон.,true,Заримдаа,true,давтагддаг нөхцөл,false,false,true,false,3,Ямар нөхцөлийг давтагддаг гэж үзэх нь тодорхойгүй ч жишээгээр давтамж сонгов.,true
P20,10,SE03,Бусадтай хооллохдоо өөрийн идэх зүйлээ тайван сонгож чадна гэдэгтээ хэр итгэлтэй байсан эсэх.,Хамаатнуудтай хооллоход санал болгосон бүхнийг авахгүйгээр порцоо өөрөө сонгосон.,true,Дунд зэрэг итгэлтэй,true,тайван хийж чадна,false,false,true,false,4,Хамт хооллосон хэдэн тохиолдолд өөрийн сонголтоо хийсэн ч үргэлж амар байгаагүй.,true
P20,11,EC06,Хоол харах эсвэл үнэрлэхэд татагдсан ч анхаарлаа буцаан өөр зүйлд төвлөрүүлсэн эсэх.,Дэлгүүрт нарийн боов үнэртэхэд харсан ч худалдан авалтын жагсаалтдаа буцаж анхаарсан.,true,Олон удаа,true,өөр зүйлд,false,false,true,false,4,Харах ба үнэрлэх өдөөлтийн аль алинд нэг давтамж сонгох боломжтой.,true
P20,12,UC05,Жаахан идэхээр эхэлсэн боловч зогсолгүй цааш идсэн эсэх.,Зочинд амттанг нэг ширхэг иднэ гэж аваад дахин хэдийг идсэн.,true,Заримдаа,true,үргэлжлүүлээд идсэн,false,false,true,false,5,Эхний зорилго ба дараа идсэн хэмжээг санаж заримдаа гэж сонгов.,true
P20,13,IM06,Нэг өдөр хийсэн зүйлээ дараагийн өдрүүдэд дахин хийхэд хэцүү байсан эсэх.,"Нэг өдөр ажлын дараа алхсан ч дараагийн өдрүүдэд ажил, асаргаанаас болж давтаж чадаагүй.",true,Олон удаа,true,хийж чадсан зүйл,false,false,true,false,3,Ямар үйлдлийг хэлж буй нь өргөн боловч давтаж чадаагүй тохиолдол олон байсан.,true
P20,14,SE06,Ядарсан ч хийж болох хамгийн бага хувилбарыг сонгоно гэдэгтээ хэр итгэлтэй байсан эсэх.,Ядарсан орой бүтэн алхахын оронд арван минут алхаж чадна гэж бодсон.,true,Дунд зэрэг итгэлтэй,true,хамгийн жижиг хувилбар,false,false,true,false,4,Жижиг хувилбарын утга тодорхойгүй ч өөрийн жишээгээр дунд зэрэг итгэлтэй гэж сонгов.,true
P21,1,RR02,Зарим хоолыг огт идэхгүй гэж өөртөө дүрэм тавьсан.,Чихэр идэхгүй гэж гэртээ шийдсэн.,true,Огт байгаагүй,true,,false,false,false,false,4,Өмнө нь хатуу дэглэм барьж байгаагүй тул ийм дүрэм тавиагүй.,true
P21,2,HS03,Маш их сульдсаны дараа л өлссөнөө мэдсэн.,Ачтайгаа удаан явсны дараа хоол идээгүйгээ анзаарсан.,true,Ховор,true,бие их сульдсаны,false,false,false,false,3,Алхах үед хааяа өлссөнөө хожуу анзаарч болно.,true
P21,3,BI06,Биеийнхээ талаар тавгүй байсан ч хийхийг хүссэн зүйлдээ оролцсон.,Гэр бүлийн уулзалтад зураг авахуулсан.,true,Заримдаа,true,хүссэн үйл ажиллагаа,false,false,false,false,3,Биеийн төрхдөө санаа зовсон үедээ ч зарим үйл ажиллагаанд оролцдог.,true
P21,4,AC01,Энэ асуултад «Заримдаа»-г сонго гэсэн заавар.,Зааврын дагуу «Заримдаа»-г тэмдэглэсэн.,true,Заримдаа,true,,false,false,false,false,5,Шууд заавар өгсөн тул сонголт тодорхой.,true
P21,5,IM01,Яг юу хэзээ хийхээ мэдэхгүйгээс төлөвлөгөөгөө эхлүүлээгүй.,Алхах цагаа тогтоогоогүйгээс эхлээгүй.,true,Ховор,true,төлөвлөгөө,false,false,false,false,3,Тэтгэвэрт гарсан ч ач асрах өдрүүдэд төлөвлөхгүй үе гарч болно.,true
P21,6,EE06,Таагүй мэдрэмж төрөхөд хоол идэхгүй өнгөрч чадсан.,Сэтгэл тавгүй үедээ цай уугаад хоол нэмэж идээгүй.,true,Олон удаа,true,таагүй мэдрэмж,false,false,true,false,4,Өөрийгөө сэтгэл хөдлөөд иддэггүй гэж үздэг тул энэ нь түүнд эерэг хариулт мэт санагдана.,true
P21,7,HS06,Биеийн дохио мэдрэгдсэн ч хэзээ идэхээ эсвэл болихоо ашиглаж шийдээгүй.,Өлсөж байгаагаа мэдсэн ч хооллох цагаа шийдээгүй.,true,Ховор,false,биеийн дохио; эхлэх эсвэл зогсох,true,false,false,false,2,Хооллож эхлэх ба зогсох хоёр өөр үйлдлийг нэгтгэсэн тул хариулахад эргэлзээтэй.,true
P21,8,HA06,Дахин давтагддаг нөхцөлд идэхээсээ өмнө сонголтоо санаатай хийсэн.,Өдөр бүр цайны үеэр амттан авах эсэхээ урьдчилж шийдсэн.,true,Олон удаа,true,давтагддаг нөхцөл,false,false,true,false,4,Өдөр тутмын ижил нөхцөлд хоолны сонголтоо бодож хийдэг.,true
P21,9,EC04,Хоолны апп эсвэл сурталчилгаа үзсэний дараа хоол байнга бодогдсон.,Утсаар хоолны зар үзээд хоолны тухай бодсон.,true,Ховор,false,хоолны апп,false,false,false,true,2,Апп ашигладаггүй тул сурталчилгаанд хамааруулж хариулсан; хоёуланг нь мэдэхгүй хүнд тохирохгүй.,true
P21,10,BI01,Биеийн төрхдөө санаа зовоод зураг авахуулахаас зайлсхийсэн.,Гэр бүлийн зураг авахуулахад хойш суусан.,true,Заримдаа,true,,false,false,false,false,4,Биеийн төрхдөө дунд зэрэг санаа зовдог тул хааяа зурагнаас зайлсхийж магадгүй.,true
P21,11,UC05,Бага иднэ гэж бодоод эхэлсэн ч үргэлжлүүлэн идсэн.,Буузнаас цөөн иднэ гэсэн ч дахин идсэн.,true,Ховор,true,багахан,false,false,false,false,3,Зочин ирэхэд хааяа төлөвлөснөөс илүү идэж болно.,true
P21,12,SE04,Хоол ойрхон байхад идэх эсэхээ бодож шийдэж чадна гэдэгтээ хэр итгэлтэй байсан бэ?,Ширээн дээр чихэр байхад авахгүй байхаа шийдсэн.,true,Их итгэлтэй,true,бодож сонгож,true,false,true,false,3,Идэх эсэх болон бодож сонгохыг хамтад нь асуусан ч өөрийн сонголтдоо ихэвчлэн итгэлтэй.,true
P21,13,SE01,Стресстэй өдөр уян хатан хоолны төлөвлөгөөгөө хэрэгжүүлж чадна гэдэгтээ хэр итгэлтэй байсан бэ?,Ач нь өвдсөн өдөр хоолны төлөвлөгөөгөө өөрчилж дагасан.,true,Дунд зэрэг итгэлтэй,false,уян хатан хоолны төлөвлөгөө,false,false,true,true,2,Ийм төлөвлөгөөтэй эсэх нь тодорхойгүй тул итгэлийн асуултад бүрэн тохирохгүй.,true
P21,14,RR05,Төлөвлөгөөнөөсөө зөрсний дараа маргааш нь дүрмээ илүү хатуу болгосон.,Илүү амттан идсэний дараа маргааш нь чихэр бүрэн хориглоогүй.,true,Огт байгаагүй,true,төлөвлөгөөнөөс хазайх,false,false,false,false,4,Хатуу дэглэмийн туршлагагүй тул дараагийн өдөр дүрмээ чангалдаггүй.,true
P22,1,HS01,Маш их өлсөхөөсөө өмнө биеийнхээ шинжийг мэдэрсэн.,Ходоод хонхолзож эхлэхэд хооллох цаг болсныг мэдсэн.,true,Заримдаа,true,биеийн дохио,false,false,false,false,4,Хугацааг санаж чадна харин биеийн дохио гэдэг нь ерөнхий.,true
P22,2,RR05,Төлөвлөснөөс өөр идсэнийхээ маргааш хоолны дүрмээ чангаруулсан.,Айлаас ирээд маргааш нь бага идэхээр шийдсэн.,true,Огт байгаагүй,true,төлөвлөгөөнөөс хазайх,false,true,true,false,4,Хоолны төлөвлөгөө барьдаггүй тул огт байгаагүйг сонгов.,true
P22,3,UC04,Хоол идэхээ өөрөө зогсоож чадахгүй юм шиг болсон.,Амттай хоолноос дахин дахин авч идсэн.,true,Ховор,true,үйлдлээ удирдаж чадахгүй,false,true,true,false,4,Асуулт ойлгомжтой ч хариулахад бага зэрэг эвгүй.,true
P22,4,EE04,Ганцаардахад юм идмээр болсон.,Гэрт ганцаараа орой суухдаа боов идмээр санагдсан.,true,Огт байгаагүй,true,,false,false,false,false,5,Ганцаардалтай холбоотой идэх хүсэл байгаагүй гэж сонгов.,true
P22,5,BI05,Хүмүүс биеийг минь харах байх гэж санаа зовоод хөдөлөөгүй.,Олон хүний дунд дасгал хийхээс татгалзсан.,true,Огт байгаагүй,true,хөдөлгөөн хийх,false,true,true,false,4,Хүмүүсээс биеэ нуух шалтгаанаар хөдөлгөөнөөс зайлсхийдэггүй.,true
P22,6,BI01,Биеийнхээ төрхөөс санаа зовоод зураг авахуулаагүй.,Сумын баяраар зураг авахуулах боломж гарсан.,true,not_applicable,false,зураг авахуулах,false,true,true,true,4,Сүүлийн 14 хоногт зураг авахуулах тохиолдол гараагүй тул давтамжаар хариулах боломжгүй.,true
P22,7,RR02,Зарим хоолыг ер идэхгүй гэж өөртөө дүрэм гаргасан.,Чихэр огт идэхгүй гэж шийдсэн.,true,Огт байгаагүй,true,бүрэн хориглох дүрэм,false,true,true,false,5,Ийм хоолны дүрэм гаргаж байгаагүй гэж сонгов.,true
P22,8,EE01,Сэтгэл түгшсэн үед өлсөөгүй ч юм идсэн.,Санаа зовсон оройдоо өлсөөгүй мөртлөө талх идсэн.,true,Огт байгаагүй,true,стресстсэн,false,true,true,false,4,Стресс гэдэг үг бага зэрэг бүдэг ч ийм тохиолдол байгаагүй.,true
P22,9,HA01,Нэг цаг эсвэл газарт очиход бодолгүй юм авч идсэн.,Зуухны дэргэдэх тавагнаас өнгөрөхдөө боов авсан.,true,Заримдаа,true,тодорхой цаг эсвэл газар,true,false,false,false,4,Цаг ба газар гэсэн хоёр нөхцөл орсон ч жишээ санагдсан.,true
P22,10,HA02,Нэг юм хийсний дараа дагаад иддэг зуршилтай болсон.,Цай чанасныхаа дараа шууд боов иддэг.,true,Заримдаа,false,автоматаар үргэлжилдэг дараалал,false,false,false,false,3,Өгүүлбэрийн автомат дараалал гэсэн хэсэг хүнд боловч зуршлаар ойлгов.,true
P22,11,IM03,Завгүй үед хийх хялбархан арга надад бэлэн байсан.,Ажил давхацвал хурдан бэлдэх хоолны арга бодсон байсан.,true,not_applicable,false,хамгийн жижиг хувилбар,false,false,true,true,2,Юуны жижиг хувилбар гэдэг тодорхойгүй бас завгүй өдөр гараагүй.,true
P22,12,EC03,Хоол гарын дор байсан тул төлөвлөөгүй үед идсэн.,Ширээн дээр боов байхаар хоолны бус цагаар идсэн.,true,Заримдаа,true,ойрхон бэлэн,false,false,false,false,5,Гарын дор байсан хоолноос төлөвлөөгүй идсэн үе санагдсан.,true
P22,13,SE02,Завгүй үед өөрт тохирох хоол сонгож чадна гэж хэр итгэсэн бэ?,Гадуур ажилтай өдөр ямар хоол идэхээ сонгох хэрэг гарсан.,true,not_applicable,false,боломжит хоолны сонголт,false,false,true,true,3,Зав багатай үе гараагүй тул итгэлийн сонголтуудын аль нь ч тохироогүй.,true
P22,14,SE04,Хоол дэргэд байсан ч идэх эсэхээ бодож шийдэж чадна гэж хэр итгэсэн бэ?,Ширээн дээр боов байхад авахгүй байхаар шийдсэн.,true,Их итгэлтэй,true,,false,false,true,false,5,Ойр байсан хоолыг идэх эсэхээ өөрөө сонгож чадна гэж үзэв.,true
P23,1,BI02,Биеэ харахаар эвгүй санагдаад толь руу хараагүй.,Гэртээ хувцсаа өмсөхдөө толины өмнөөс холдсон.,true,Олон удаа,true,эвгүй,false,false,false,false,4,Толь харахаас зайлсхийсэн тохиолдлоор сонгов.,true
P23,2,RR06,Төлөвлөгөөнөөс өөр идсний дараа дараагийн хоолондоо хэвийн хооллосон.,Айлд очоод амттан идсэний дараа оройн хоолоо ердийнхөөрөө идсэн.,true,Заримдаа,true,хэвийн хэмнэл,false,false,true,false,3,Төлөвлөгөөнөөс хазайсны дараах дараагийн хоолоор шийдэв.,true
P23,3,UC05,Бага иднэ гэж бодсон ч үргэлжлүүлж идсэн.,Цайны үеэр нэг боов иднэ гэж бодоод дахин идсэн.,true,Олон удаа,true,,false,false,false,false,4,Бага хэмжээгээр эхэлсэн ч нэмээд идсэн удаагаар сонгов.,true
P23,4,IM05,Нэг удаа хийхээ алгассан ч дараагийн боломжид дахин хийсэн.,Асаргааны ажилтай өдөр төлөвлөсөн хоолоо алгасаад дараагийн өдөр үргэлжлүүлсэн.,true,Олон удаа,true,боломж,false,false,true,false,4,Алгассан дараах дахин эхэлсэн удаагаар сонгов.,true
P23,5,SE02,Завгүй үед өөртөө тохирох хоол сонгож чадна гэдэгтээ хэр итгэлтэй байсан бэ?,Ачдаа харж байхдаа ойрхон газраас тохирох хоол сонгоно гэж бодсон.,true,Дунд зэрэг итгэлтэй,true,өөрт тохирох,false,false,true,false,3,Завгүй үеийн хоол сонголтын итгэлээр сонгов.,true
P23,6,RR02,Зарим хоолыг огт идэхгүй гэсэн дүрэм өөртөө тавьсан.,Чихэрлэг зүйлийг бүрэн идэхгүй гэж шийдсэн.,true,Заримдаа,true,бүрэн хориглох,false,false,false,false,4,Өөртөө тавьсан хоригийн давтамжаар сонгов.,true
P23,7,HS02,Идэх хүсэл төрөхөд үнэхээр өлсөж байна уу гэдгээ ялгасан.,Орой амттан хүсэхэд өлссөн эсэхээ бодсон.,true,Заримдаа,true,,false,false,true,false,3,Идэх хүсэл ба өлсгөлөнг ялгасан үеэр сонгов.,true
P23,8,EC02,Хоолны үнэр идэхээр шийдэхэд нөлөөлсөн.,Дэлгүүрийн нарийн боовны үнэрээс болоод зууш авсан.,true,Олон удаа,true,,false,false,false,false,4,Үнэрийн дараа идэхээр шийдсэн удаагаар сонгов.,true
P23,9,EE06,Таагүй мэдрэмжтэй байсан ч хоол идэхгүй өнгөрөөсөн.,Санаа зовсон үедээ цайтай амттан идэлгүй өнгөрөөсөн.,true,Ховор,true,таагүй мэдрэмж,false,false,true,false,3,Таагүй мэдрэмжийн үед идээгүй тохиолдлоор сонгов.,true
P23,10,BI04,Биеийн төрхдөө санаа зовоод хүмүүстэй хийх зүйлээс татгалзсан.,Танилын уулзалтад очихоос биеийнхээ төрхөөс болж татгалзсан.,true,Заримдаа,true,үйл ажиллагаа,false,false,false,false,4,Төрхөөсөө санаа зовж оролцоогүй тохиолдлоор сонгов.,true
P23,11,HA01,Тодорхой цаг эсвэл газарт очоод бодолгүй идэх зүйл авсан.,Орой зурагт үзэхдээ ширээн дээрх чихэр рүү гараа сунгасан.,true,Олон удаа,true,бодолгүйгээр,false,false,false,false,4,Тогтсон үеэр бодолгүй зууш авсан удаагаар сонгов.,true
P23,12,UC04,Идэж байхдаа өөрийгөө зогсоож чадахгүй юм шиг санагдсан.,Амттан идэж эхлээд зогсооход хэцүү санагдсан.,true,Заримдаа,true,өөрөө удирдаж чадахгүй мэт,false,true,false,false,3,Идэж байхдаа зогсоох хэцүү санагдсан үеэр сонгов.,true
P23,13,AC01,Энэ асуултад «Заримдаа»-г сонго гэж байна.,Асуултыг уншаад заасан хариултыг тэмдэглэсэн.,false,Заримдаа,false,хариултын чанар,false,false,false,false,5,Заасан сонголтыг дагаж сонгов.,true
P23,14,HA05,Зууш авахдаа үнэхээр хүсэж байгаа эсэхээ бодолгүй сонгосон.,Цай хийхдээ өлсөөгүй ч жигнэмэг авсан.,true,Олон удаа,true,үнэхээр хүсэж байгаа,false,false,false,false,4,Зууш сонгохын өмнө хүсэлээ бодоогүй удаагаар сонгов.,true
P24,1,EC04,Хоолны апп эсвэл зар харсны дараа хоол санаанаас гараагүй.,Утсаар хоолны зар үзээд оройн турш тэр хоол санаанд орсон.,true,Олон удаа,true,бодогдсоор байсан,false,false,false,false,5,Апп болон зарын дараах үеийг санахад хялбар байсан.,true
P24,2,RR03,Төлөвлөснөөсөө зөрвөл тэр өдрөө бүхэлд нь бүтэлгүй гэж бодсон.,Өдрийн хоолонд төлөвлөөгүй зүйл идээд өдрөө нурсан гэж үзсэн.,true,Ховор,true,яг дагаагүй,false,true,true,false,4,Төлөвлөгөө зөрчсөн өдрүүдээ цөөн гэж санав.,true
P24,3,UC05,Жаахан идэхээр эхэлсэн ч зогсолгүй нэмж идсэн.,Зурагт үзэхдээ хэдхэн жигнэмэг авах гэсэн ч дахин авсан.,true,Заримдаа,true,багахан,false,true,true,false,4,Хэмжээ нь тодорхой бус ч тохиолдлыг санаж сонголт хийв.,true
P24,4,AC02,Асуулт болгонд адилхан хариулах ёстой юм шиг санагдсан.,Сүүлийн хоёр долоо хоногт ийм асуулгын багц бөглөөгүй.,true,not_applicable,false,асуулт бүрт,false,false,false,true,5,Тухайн хугацаанд ямар асуултуудыг хэлж байгаагүй тул тохирохгүй гэж сонгов.,true
P24,5,HS04,Идэж байхдаа яг тухтай цадсанаа мэдэрсэн.,Оройн хоолны үеэр цадсанаа анзаараад тавагт багахан хоол үлдээсэн.,true,Заримдаа,true,тав тухтай цадсан,false,false,true,false,4,Цадсанаа анзаарсан тодорхой хооллолтуудаа санав.,true
P24,6,EE01,Стресстэй үед өлсөөгүй ч хоол идсэн.,Нэг ажил бүтэлгүйтсэний дараа өлсөөгүй атлаа амттан идсэн.,true,Ховор,true,стресстсэн,false,false,true,false,4,Стресстэй холбоотой цөөн нэг тохиолдол санаанд орсон.,true
P24,7,UC01,Идэж эхэлсний дараа хүссэн цагтаа зогсоход хэцүү байсан.,Зууш идэж эхлээд больё гэж бодсон ч дахиад хэдийг идсэн.,true,Ховор,true,хүссэн үедээ,false,true,true,false,4,Зогсоход хэцүү байсан цөөн тохиолдлоор хариулав.,true
P24,8,HA01,Тодорхой цаг эсвэл газар болоход бодолгүй идэх юм авсан.,Орой компьютерийн өмнө суухдаа автоматаар зууш авсан.,true,Олон удаа,true,бодолгүйгээр,false,false,true,false,5,Давтагддаг орчин дахь зуушны үйлдэл тодорхой санагдав.,true
P24,9,HA06,Давтагддаг нөхцөлд идэхээс өмнө юу сонгохоо зориуд шийдсэн.,Орой компьютерийн өмнө суухдаа зууш авах эсэхээ түр бодож шийдсэн.,true,Заримдаа,true,давтагддаг нөхцөл,false,false,true,false,4,Ижил орчинд заримдаа урьдчилан бодож сонгосноо санав.,true
P24,10,EE05,Уурласан эсвэл бухимдсаны дараа хоол идэхээр болсон.,Жижиг маргааны дараа гал тогооноос амттан авсан.,true,Ховор,true,хоол руу хандсан,false,false,true,false,4,Уур ба бухимдлын дараах цөөн тохиолдлыг нэгтгэн хариулав.,true
