persona_code,block_order,item_key,item_text,recall_period,response_scale,response_options,sensitive,assignment_seed,assignment_hash,synthetic_review_only
P01,1,RR01,Өөртөө тавьсан хоолны дүрмээс багахан зөрөхөд төлөвлөгөө нурсан мэт санагдсан.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,true,2026075065,96a82e6abaa3c2971c9e20d1e5e5952290757b4a34597820b57adbb04c642999,true
P18,9,HA03,Идэж эхэлснээ хэдийн эхэлсний дараа анзаарсан.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,false,2026075065,ac33a70369b8628bb60d3e6601809a522e4116ef76cb8ba2fd1374553995928f,true
P18,10,IM02,Хэрэгжүүлэхэд олон бэлтгэл шаардсанаас төлөвлөгөө хойшилсон.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,false,2026075065,ac33a70369b8628bb60d3e6601809a522e4116ef76cb8ba2fd1374553995928f,true
P18,11,SE05,Нэг удаа төлөвлөснөөс өөр идсэн ч дараагийн боломж дээр эргэн үргэлжлүүлж чадна гэдэгтээ хэр итгэлтэй байсан бэ?,Сүүлийн 14 хоног,0–4 confidence,Огт итгэлгүй | Бага зэрэг итгэлтэй | Дунд зэрэг итгэлтэй | Их итгэлтэй | Маш их итгэлтэй,true,2026075065,ac33a70369b8628bb60d3e6601809a522e4116ef76cb8ba2fd1374553995928f,true
P18,12,BI06,Биеийнхээ талаар тавгүй байсан ч хүссэн үйл ажиллагаандаа оролцсон.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,true,2026075065,ac33a70369b8628bb60d3e6601809a522e4116ef76cb8ba2fd1374553995928f,true
P18,13,SE01,Стресстэй өдөр өөрийн сонгосон уян хатан хоолны төлөвлөгөөг хэрэгжүүлж чадна гэдэгтээ хэр итгэлтэй байсан бэ?,Сүүлийн 14 хоног,0–4 confidence,Огт итгэлгүй | Бага зэрэг итгэлтэй | Дунд зэрэг итгэлтэй | Их итгэлтэй | Маш их итгэлтэй,true,2026075065,ac33a70369b8628bb60d3e6601809a522e4116ef76cb8ba2fd1374553995928f,true
P18,14,HS02,Идэх хүсэл төрөхөд өлссөн эсэхээ ялгаж чадсан.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,false,2026075065,ac33a70369b8628bb60d3e6601809a522e4116ef76cb8ba2fd1374553995928f,true
P19,1,IM02,Хэрэгжүүлэхэд олон бэлтгэл шаардсанаас төлөвлөгөө хойшилсон.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,false,2026075065,a5bcd7a0c40631b55f7913d87ea62f011d7758c1c0bad8a9a2d7e239170793b4,true
P19,2,SE03,Бусадтай хамт хооллох үед өөрийн сонголтоо тайван хийж чадна гэдэгтээ хэр итгэлтэй байсан бэ?,Сүүлийн 14 хоног,0–4 confidence,Огт итгэлгүй | Бага зэрэг итгэлтэй | Дунд зэрэг итгэлтэй | Их итгэлтэй | Маш их итгэлтэй,true,2026075065,a5bcd7a0c40631b55f7913d87ea62f011d7758c1c0bad8a9a2d7e239170793b4,true
P19,3,HA04,Танил орчинд ороход идэх үйлдэл өөрөө эхэлдэг мэт байсан.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,false,2026075065,a5bcd7a0c40631b55f7913d87ea62f011d7758c1c0bad8a9a2d7e239170793b4,true
P19,4,EC01,Өлсөөгүй байсан ч хоол хараад идэх хүсэл төрсөн.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,false,2026075065,a5bcd7a0c40631b55f7913d87ea62f011d7758c1c0bad8a9a2d7e239170793b4,true
P19,5,RR03,Төлөвлөгөөгөө яг дагаагүй бол тэр өдрийг бүтэлгүй гэж үзсэн.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,true,2026075065,a5bcd7a0c40631b55f7913d87ea62f011d7758c1c0bad8a9a2d7e239170793b4,true
P19,6,HS05,Цадсан эсэхээ мэдэхэд эргэлзсэн.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,false,2026075065,a5bcd7a0c40631b55f7913d87ea62f011d7758c1c0bad8a9a2d7e239170793b4,true
P19,7,EE05,Уурлаж эсвэл бухимдсаны дараа хоол руу хандсан.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,true,2026075065,a5bcd7a0c40631b55f7913d87ea62f011d7758c1c0bad8a9a2d7e239170793b4,true
P19,8,HS03,Өлссөнөө бие их сульдсаны дараа л анзаарсан.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,false,2026075065,a5bcd7a0c40631b55f7913d87ea62f011d7758c1c0bad8a9a2d7e239170793b4,true
P19,9,RR04,Нэг удаа төлөвлөснөөс өөр идсэний дараа үлдсэн өдрөө хяналтгүй орхисон.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,true,2026075065,a5bcd7a0c40631b55f7913d87ea62f011d7758c1c0bad8a9a2d7e239170793b4,true
P19,10,IM06,Нэг өдөр хийж чадсан зүйлээ дараагийн өдрүүдэд давтахад хэцүү байсан.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,false,2026075065,a5bcd7a0c40631b55f7913d87ea62f011d7758c1c0bad8a9a2d7e239170793b4,true
P19,11,UC06,Идэж байхдаа түр зогсоод үргэлжлүүлэх эсэхээ бодож чадсан.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,true,2026075065,a5bcd7a0c40631b55f7913d87ea62f011d7758c1c0bad8a9a2d7e239170793b4,true
P19,12,SE01,Стресстэй өдөр өөрийн сонгосон уян хатан хоолны төлөвлөгөөг хэрэгжүүлж чадна гэдэгтээ хэр итгэлтэй байсан бэ?,Сүүлийн 14 хоног,0–4 confidence,Огт итгэлгүй | Бага зэрэг итгэлтэй | Дунд зэрэг итгэлтэй | Их итгэлтэй | Маш их итгэлтэй,true,2026075065,a5bcd7a0c40631b55f7913d87ea62f011d7758c1c0bad8a9a2d7e239170793b4,true
P19,13,BI04,Биеийн төрхдөө санаа зовсноос хүмүүстэй хийх үйл ажиллагаанаас татгалзсан.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,true,2026075065,a5bcd7a0c40631b55f7913d87ea62f011d7758c1c0bad8a9a2d7e239170793b4,true
P19,14,HA03,Идэж эхэлснээ хэдийн эхэлсний дараа анзаарсан.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,false,2026075065,a5bcd7a0c40631b55f7913d87ea62f011d7758c1c0bad8a9a2d7e239170793b4,true
P20,1,AC02,Сүүлийн 14 хоногт асуулт бүрт нэг ижил хариулт сонгох шаардлагатай мэт санагдсан.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,false,2026075065,39047dce1eb0822d6334416e17335cd70c657decfd9635fdea9c6ab37a749b48,true
P20,2,UC02,Анх бодсоноосоо илүү хэмжээгээр идсэн.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,true,2026075065,39047dce1eb0822d6334416e17335cd70c657decfd9635fdea9c6ab37a749b48,true
P20,3,BI03,Биеийн төрхөөсөө болж өмсөхийг хүссэн хувцсаа сонгоогүй.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,true,2026075065,39047dce1eb0822d6334416e17335cd70c657decfd9635fdea9c6ab37a749b48,true
P20,4,RR05,Төлөвлөгөөнөөс хазайсныхаа дараа маргааш нь дүрмээ улам чангалсан.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,true,2026075065,39047dce1eb0822d6334416e17335cd70c657decfd9635fdea9c6ab37a749b48,true
P20,5,EE02,Сэтгэл гунигтай үед хоол идэх нь түр тайвшруулна гэж мэдэрсэн.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,true,2026075065,39047dce1eb0822d6334416e17335cd70c657decfd9635fdea9c6ab37a749b48,true
P20,6,EC05,Хоолны тухай бодол хийж байсан зүйлээс минь анхаарал сарниулсан.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,true,2026075065,39047dce1eb0822d6334416e17335cd70c657decfd9635fdea9c6ab37a749b48,true
P20,7,HS02,Идэх хүсэл төрөхөд өлссөн эсэхээ ялгаж чадсан.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,false,2026075065,39047dce1eb0822d6334416e17335cd70c657decfd9635fdea9c6ab37a749b48,true
P20,8,BI06,Биеийнхээ талаар тавгүй байсан ч хүссэн үйл ажиллагаандаа оролцсон.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,true,2026075065,39047dce1eb0822d6334416e17335cd70c657decfd9635fdea9c6ab37a749b48,true
P20,9,HA06,Давтагддаг нөхцөлд идэхээсээ өмнө сонголтоо зориуд хийсэн.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,false,2026075065,39047dce1eb0822d6334416e17335cd70c657decfd9635fdea9c6ab37a749b48,true
P20,10,SE03,Бусадтай хамт хооллох үед өөрийн сонголтоо тайван хийж чадна гэдэгтээ хэр итгэлтэй байсан бэ?,Сүүлийн 14 хоног,0–4 confidence,Огт итгэлгүй | Бага зэрэг итгэлтэй | Дунд зэрэг итгэлтэй | Их итгэлтэй | Маш их итгэлтэй,true,2026075065,39047dce1eb0822d6334416e17335cd70c657decfd9635fdea9c6ab37a749b48,true
P20,11,EC06,Хоол харсан эсвэл үнэртсэн ч анхаарлаа өөр зүйлд буцааж чадсан.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,false,2026075065,39047dce1eb0822d6334416e17335cd70c657decfd9635fdea9c6ab37a749b48,true
P20,12,UC05,Багахан иднэ гэж эхэлсэн ч үргэлжлүүлээд идсэн.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,true,2026075065,39047dce1eb0822d6334416e17335cd70c657decfd9635fdea9c6ab37a749b48,true
P20,13,IM06,Нэг өдөр хийж чадсан зүйлээ дараагийн өдрүүдэд давтахад хэцүү байсан.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,false,2026075065,39047dce1eb0822d6334416e17335cd70c657decfd9635fdea9c6ab37a749b48,true
P20,14,SE06,Ядарсан үедээ ч өөрт боломжтой хамгийн жижиг хувилбарыг сонгож чадна гэдэгтээ хэр итгэлтэй байсан бэ?,Сүүлийн 14 хоног,0–4 confidence,Огт итгэлгүй | Бага зэрэг итгэлтэй | Дунд зэрэг итгэлтэй | Их итгэлтэй | Маш их итгэлтэй,false,2026075065,39047dce1eb0822d6334416e17335cd70c657decfd9635fdea9c6ab37a749b48,true
P21,1,RR02,Зарим хоолыг өөртөө бүрэн хориглох дүрэм тогтоосон.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,true,2026075065,7e4a6e4fdcc655eb53fd15d23457c8a5a3b5fa9d742c03c55f985ab7c9d64977,true
P21,2,HS03,Өлссөнөө бие их сульдсаны дараа л анзаарсан.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,false,2026075065,7e4a6e4fdcc655eb53fd15d23457c8a5a3b5fa9d742c03c55f985ab7c9d64977,true
P21,3,BI06,Биеийнхээ талаар тавгүй байсан ч хүссэн үйл ажиллагаандаа оролцсон.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,true,2026075065,7e4a6e4fdcc655eb53fd15d23457c8a5a3b5fa9d742c03c55f985ab7c9d64977,true
P21,4,AC01,Энэ мөрөнд хариултын чанарыг шалгахын тулд «Заримдаа»-г сонгоно уу.,Одоогийн асуулт,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,false,2026075065,7e4a6e4fdcc655eb53fd15d23457c8a5a3b5fa9d742c03c55f985ab7c9d64977,true
P21,5,IM01,Юуг яг хэзээ хийх нь тодорхойгүйгээс төлөвлөгөөгөө эхлүүлээгүй.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,false,2026075065,7e4a6e4fdcc655eb53fd15d23457c8a5a3b5fa9d742c03c55f985ab7c9d64977,true
P21,6,EE06,Таагүй мэдрэмжээ хоол идэлгүй өнгөрөөж чадсан.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,true,2026075065,7e4a6e4fdcc655eb53fd15d23457c8a5a3b5fa9d742c03c55f985ab7c9d64977,true
P21,7,HS06,Биеийн дохио тодорхой байсан ч хэзээ эхлэх эсвэл зогсохоо шийдэхэд ашиглаж чадаагүй.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,false,2026075065,7e4a6e4fdcc655eb53fd15d23457c8a5a3b5fa9d742c03c55f985ab7c9d64977,true
P21,8,HA06,Давтагддаг нөхцөлд идэхээсээ өмнө сонголтоо зориуд хийсэн.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,false,2026075065,7e4a6e4fdcc655eb53fd15d23457c8a5a3b5fa9d742c03c55f985ab7c9d64977,true
P21,9,EC04,Хоолны апп эсвэл сурталчилгаа харсны дараа хоол бодогдсоор байсан.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,false,2026075065,7e4a6e4fdcc655eb53fd15d23457c8a5a3b5fa9d742c03c55f985ab7c9d64977,true
P21,10,BI01,Биеийн төрхөөсөө санаа зовж зураг авахуулахаас зайлсхийсэн.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,true,2026075065,7e4a6e4fdcc655eb53fd15d23457c8a5a3b5fa9d742c03c55f985ab7c9d64977,true
P21,11,UC05,Багахан иднэ гэж эхэлсэн ч үргэлжлүүлээд идсэн.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,true,2026075065,7e4a6e4fdcc655eb53fd15d23457c8a5a3b5fa9d742c03c55f985ab7c9d64977,true
P21,12,SE04,Идэх зүйл ойрхон байсан ч идэх эсэхээ бодож сонгож чадна гэдэгтээ хэр итгэлтэй байсан бэ?,Сүүлийн 14 хоног,0–4 confidence,Огт итгэлгүй | Бага зэрэг итгэлтэй | Дунд зэрэг итгэлтэй | Их итгэлтэй | Маш их итгэлтэй,false,2026075065,7e4a6e4fdcc655eb53fd15d23457c8a5a3b5fa9d742c03c55f985ab7c9d64977,true
P21,13,SE01,Стресстэй өдөр өөрийн сонгосон уян хатан хоолны төлөвлөгөөг хэрэгжүүлж чадна гэдэгтээ хэр итгэлтэй байсан бэ?,Сүүлийн 14 хоног,0–4 confidence,Огт итгэлгүй | Бага зэрэг итгэлтэй | Дунд зэрэг итгэлтэй | Их итгэлтэй | Маш их итгэлтэй,true,2026075065,7e4a6e4fdcc655eb53fd15d23457c8a5a3b5fa9d742c03c55f985ab7c9d64977,true
P21,14,RR05,Төлөвлөгөөнөөс хазайсныхаа дараа маргааш нь дүрмээ улам чангалсан.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,true,2026075065,7e4a6e4fdcc655eb53fd15d23457c8a5a3b5fa9d742c03c55f985ab7c9d64977,true
P22,1,HS01,Өлсөлт хэт хүчтэй болохоос өмнө биеийн дохиогоо анзаарсан.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,false,2026075065,5b65d264dda6423fb2de68d8b98dac85619a9a227d3a2d32757fab06766c8ef5,true
P22,2,RR05,Төлөвлөгөөнөөс хазайсныхаа дараа маргааш нь дүрмээ улам чангалсан.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,true,2026075065,5b65d264dda6423fb2de68d8b98dac85619a9a227d3a2d32757fab06766c8ef5,true
P22,3,UC04,Идэж байхдаа үйлдлээ өөрөө удирдаж чадахгүй мэт санагдсан.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,true,2026075065,5b65d264dda6423fb2de68d8b98dac85619a9a227d3a2d32757fab06766c8ef5,true
P22,4,EE04,Ганцаардсан мэдрэмж төрөхөд идэх хүсэл нэмэгдсэн.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,true,2026075065,5b65d264dda6423fb2de68d8b98dac85619a9a227d3a2d32757fab06766c8ef5,true
P22,5,BI05,Бусад хүн биеийг минь анзаарах вий гэж бодоод хөдөлгөөн хийхээс зайлсхийсэн.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,true,2026075065,5b65d264dda6423fb2de68d8b98dac85619a9a227d3a2d32757fab06766c8ef5,true
P22,6,BI01,Биеийн төрхөөсөө санаа зовж зураг авахуулахаас зайлсхийсэн.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,true,2026075065,5b65d264dda6423fb2de68d8b98dac85619a9a227d3a2d32757fab06766c8ef5,true
P22,7,RR02,Зарим хоолыг өөртөө бүрэн хориглох дүрэм тогтоосон.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,true,2026075065,5b65d264dda6423fb2de68d8b98dac85619a9a227d3a2d32757fab06766c8ef5,true
P22,8,EE01,Сүүлийн 14 хоногт стресстсэн үедээ өлсөөгүй байсан ч юм идсэн.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,true,2026075065,5b65d264dda6423fb2de68d8b98dac85619a9a227d3a2d32757fab06766c8ef5,true
P22,9,HA01,Тодорхой цаг эсвэл газар болоход бодолгүйгээр идэх зүйл рүү гараа сунгасан.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,false,2026075065,5b65d264dda6423fb2de68d8b98dac85619a9a227d3a2d32757fab06766c8ef5,true
P22,10,HA02,Нэг үйлдлийн дараа юм идэх нь автоматаар үргэлжилдэг дараалал болсон.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,false,2026075065,5b65d264dda6423fb2de68d8b98dac85619a9a227d3a2d32757fab06766c8ef5,true
P22,11,IM03,Завгүй өдөр хийх хамгийн жижиг хувилбар надад бэлэн байсан.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,false,2026075065,5b65d264dda6423fb2de68d8b98dac85619a9a227d3a2d32757fab06766c8ef5,true
P22,12,EC03,Идэх зүйл ойрхон бэлэн байснаас төлөвлөөгүй үедээ идсэн.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,false,2026075065,5b65d264dda6423fb2de68d8b98dac85619a9a227d3a2d32757fab06766c8ef5,true
P22,13,SE02,Зав багатай үед өөрт тохирох боломжит хоолны сонголт хийж чадна гэдэгтээ хэр итгэлтэй байсан бэ?,Сүүлийн 14 хоног,0–4 confidence,Огт итгэлгүй | Бага зэрэг итгэлтэй | Дунд зэрэг итгэлтэй | Их итгэлтэй | Маш их итгэлтэй,false,2026075065,5b65d264dda6423fb2de68d8b98dac85619a9a227d3a2d32757fab06766c8ef5,true
P22,14,SE04,Идэх зүйл ойрхон байсан ч идэх эсэхээ бодож сонгож чадна гэдэгтээ хэр итгэлтэй байсан бэ?,Сүүлийн 14 хоног,0–4 confidence,Огт итгэлгүй | Бага зэрэг итгэлтэй | Дунд зэрэг итгэлтэй | Их итгэлтэй | Маш их итгэлтэй,false,2026075065,5b65d264dda6423fb2de68d8b98dac85619a9a227d3a2d32757fab06766c8ef5,true
P23,1,BI02,Биеэ харах эвгүй санагдсанаас толиноос зайлсхийсэн.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,true,2026075065,48ff6286f94f9df33f468b8a2367c277fd8d0bd8bda4d74a00ba9660e4455645,true
P23,2,RR06,Төлөвлөснөөс өөр идсэн ч дараагийн хоолноос хэвийн хэмнэлдээ орсон.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,true,2026075065,48ff6286f94f9df33f468b8a2367c277fd8d0bd8bda4d74a00ba9660e4455645,true
P23,3,UC05,Багахан иднэ гэж эхэлсэн ч үргэлжлүүлээд идсэн.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,true,2026075065,48ff6286f94f9df33f468b8a2367c277fd8d0bd8bda4d74a00ba9660e4455645,true
P23,4,IM05,Нэг удаа алгассан ч дараагийн боломж дээрээ эргэн үргэлжлүүлсэн.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,false,2026075065,48ff6286f94f9df33f468b8a2367c277fd8d0bd8bda4d74a00ba9660e4455645,true
P23,5,SE02,Зав багатай үед өөрт тохирох боломжит хоолны сонголт хийж чадна гэдэгтээ хэр итгэлтэй байсан бэ?,Сүүлийн 14 хоног,0–4 confidence,Огт итгэлгүй | Бага зэрэг итгэлтэй | Дунд зэрэг итгэлтэй | Их итгэлтэй | Маш их итгэлтэй,false,2026075065,48ff6286f94f9df33f468b8a2367c277fd8d0bd8bda4d74a00ba9660e4455645,true
P23,6,RR02,Зарим хоолыг өөртөө бүрэн хориглох дүрэм тогтоосон.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,true,2026075065,48ff6286f94f9df33f468b8a2367c277fd8d0bd8bda4d74a00ba9660e4455645,true
P23,7,HS02,Идэх хүсэл төрөхөд өлссөн эсэхээ ялгаж чадсан.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,false,2026075065,48ff6286f94f9df33f468b8a2367c277fd8d0bd8bda4d74a00ba9660e4455645,true
P23,8,EC02,Хоолны үнэр анхаарлыг минь татаж идэхээр шийдэхэд нөлөөлсөн.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,false,2026075065,48ff6286f94f9df33f468b8a2367c277fd8d0bd8bda4d74a00ba9660e4455645,true
P23,9,EE06,Таагүй мэдрэмжээ хоол идэлгүй өнгөрөөж чадсан.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,true,2026075065,48ff6286f94f9df33f468b8a2367c277fd8d0bd8bda4d74a00ba9660e4455645,true
P23,10,BI04,Биеийн төрхдөө санаа зовсноос хүмүүстэй хийх үйл ажиллагаанаас татгалзсан.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,true,2026075065,48ff6286f94f9df33f468b8a2367c277fd8d0bd8bda4d74a00ba9660e4455645,true
P23,11,HA01,Тодорхой цаг эсвэл газар болоход бодолгүйгээр идэх зүйл рүү гараа сунгасан.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,false,2026075065,48ff6286f94f9df33f468b8a2367c277fd8d0bd8bda4d74a00ba9660e4455645,true
P23,12,UC04,Идэж байхдаа үйлдлээ өөрөө удирдаж чадахгүй мэт санагдсан.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,true,2026075065,48ff6286f94f9df33f468b8a2367c277fd8d0bd8bda4d74a00ba9660e4455645,true
P23,13,AC01,Энэ мөрөнд хариултын чанарыг шалгахын тулд «Заримдаа»-г сонгоно уу.,Одоогийн асуулт,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,false,2026075065,48ff6286f94f9df33f468b8a2367c277fd8d0bd8bda4d74a00ba9660e4455645,true
P23,14,HA05,Зууш авахдаа үнэхээр хүсэж байгаа эсэхээ бодолгүй сонгосон.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,false,2026075065,48ff6286f94f9df33f468b8a2367c277fd8d0bd8bda4d74a00ba9660e4455645,true
P24,1,EC04,Хоолны апп эсвэл сурталчилгаа харсны дараа хоол бодогдсоор байсан.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,false,2026075065,72692f6542acb0be2689afa8d7ac9599d379cb15c803475c0eba9c83019b5013,true
P24,2,RR03,Төлөвлөгөөгөө яг дагаагүй бол тэр өдрийг бүтэлгүй гэж үзсэн.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,true,2026075065,72692f6542acb0be2689afa8d7ac9599d379cb15c803475c0eba9c83019b5013,true
P24,3,UC05,Багахан иднэ гэж эхэлсэн ч үргэлжлүүлээд идсэн.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,true,2026075065,72692f6542acb0be2689afa8d7ac9599d379cb15c803475c0eba9c83019b5013,true
